Age,Gender,Tribe,Father_Tribe,Mother_Tribe,Same_Tribe_Parents,Place_of_Birth,Current_Residence,Migrated,Number_of_Siblings,Lived_with_Grandparents,MT_Taught_in_School,Language_Spoken_by_Parents,Language_Spoken_with_Siblings,Ever_Visited_Village,Attended_Cultural_Meetings,Belongs_to_Cultural_Group,MT_Used_in_Church_or_Mosque,Knows_Songs_in_MT,Wants_Children_to_Speak_MT,MT_Proficiency,Cultural_Identity_Strength
7,Male,Fulani,Fulani,Fulani,Yes,Littoral,Maroua,No,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Arabic (Quran),Yes,Yes,Conversational,Moderate
9,Male,Meta,Meta,Bafut,No,North West,Yaoundé,No,3,Yes,No,Cameroonian Pidgin English,Mix of Pidgin and French,Yes,No,Yes,Meta (mother tongue),No,Yes,Minimal,Weak
14,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Douala,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,No,Yes,Arabic (Quran),Yes,Yes,Conversational,Moderate
14,Female,Bakweri,Bakweri,Meta,No,Bamenda,Bakweri Village,No,2,Yes,No,Mokpwe (mother tongue),Mix of Pidgin and English,Yes,Yes,Yes,English,Yes,Yes,Conversational,Strong
19,Male,Fulani,Fulani,Fulani,Yes,Douala,Garoua,No,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Does not attend,Yes,Yes,Conversational,Strong
24,Male,Bafut,Bafut,Bafut,Yes,Littoral,Bamenda,Yes,5,No,No,Bafut (mother tongue),Mix of Pidgin and French,Yes,Yes,No,Bafut (mother tongue),Yes,Yes,Basic,Moderate
9,Male,Fulani,Fulani,Fulani,Yes,Littoral,Douala,Yes,5,Yes,No,Fulfulde (mother tongue),Mix of Fulfulde and French,Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Strong
7,Male,Meta,Meta,Bakweri,No,Douala,Bafoussam,No,2,No,Yes,Meta (mother tongue),Meta (mother tongue),Yes,Yes,No,Cameroonian Pidgin English,No,No,Conversational,Weak
21,Male,Fulani,Fulani,Fulani,Yes,Littoral,Douala,Yes,5,Yes,Yes,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Fulfulde,Yes,Yes,Conversational,Moderate
16,Female,Meta,Meta,Meta,Yes,Douala,Yaoundé,No,4,Yes,No,Meta (mother tongue),Mix of MT and Pidgin,No,No,No,Meta (mother tongue),No,No,Minimal,Detached
5,Male,Bafut,Bafut,Bafut,Yes,Douala,Bamenda,Yes,2,No,No,Bafut (mother tongue),French,Yes,No,No,French,Yes,Yes,Minimal,Detached
16,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,Yes,7,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,English,Yes,Yes,Conversational,Strong
4,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Garoua,No,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Fluent,Strong
17,Male,Bafut,Bafut,Bafut,Yes,Littoral,Yaoundé,Yes,3,Yes,No,Mix of MT and Pidgin,Bafut (mother tongue),No,Yes,No,English,Yes,Yes,Basic,Moderate
19,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Fulani Camp,Yes,1,Yes,No,Hausa,Fulfulde (mother tongue),No,No,Yes,Does not attend,Yes,Yes,Minimal,Weak
17,Female,Fulani,Fulani,Fulani,Yes,Littoral,Garoua,Yes,6,Yes,Yes,Fulfulde (mother tongue),Cameroonian Pidgin English,No,No,No,Arabic (Quran),No,Yes,Basic,Detached
9,Female,Bakweri,Bakweri,Bakweri,Yes,Littoral,Douala,Yes,4,No,Yes,English,Cameroonian Pidgin English,Yes,No,Yes,English,Yes,No,Minimal,Weak
14,Female,Meta,Meta,Bakweri,No,Centre,Meta Village,No,3,No,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,Meta (mother tongue),Yes,No,Basic,Weak
22,Female,Bafut,Bafut,Bakweri,No,Centre,Bafoussam,No,2,No,No,Mix of MT and French,Bafut (mother tongue),No,No,No,Cameroonian Pidgin English,No,Yes,None,Detached
9,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Douala,Yes,5,No,No,Mokpwe (mother tongue),Mix of MT and Pidgin,Yes,No,No,French,No,Yes,Minimal,Detached
4,Female,Bafut,Bafut,Bakweri,No,Douala,Douala,Yes,1,No,Yes,English,Bafut (mother tongue),Yes,Yes,Yes,English,No,Yes,Basic,Moderate
19,Male,Meta,Meta,Bakweri,No,Bamenda,Yaoundé,No,0,No,No,English,French,No,Yes,Yes,Meta (mother tongue),Yes,Yes,Minimal,Moderate
18,Male,Bakweri,Bakweri,Bafut,No,Littoral,Douala,Yes,3,No,No,Mokpwe (mother tongue),Cameroonian Pidgin English,Yes,Yes,No,French,No,No,Minimal,Weak
4,Female,Bafut,Bafut,Fulani,No,Yaoundé,Bafoussam,Yes,4,Yes,No,Bafut (mother tongue),Mix of MT and Pidgin,No,Yes,Yes,Cameroonian Pidgin English,No,Yes,Basic,Moderate
18,Female,Meta,Meta,Bakweri,No,Littoral,Bamenda,Yes,4,Yes,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,Meta (mother tongue),No,No,Conversational,Moderate
11,Female,Bakweri,Bakweri,Bakweri,Yes,Buea,Limbe,No,3,Yes,No,English,French,Yes,Yes,No,Cameroonian Pidgin English,Yes,Yes,Basic,Moderate
5,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Ngaoundéré,Yes,7,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,Yes,Yes,Fluent,Strong
7,Female,Fulani,Fulani,Fulani,Yes,Buea,Fulani Camp,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,Arabic (Quran),Yes,Yes,Conversational,Weak
9,Male,Meta,Meta,Meta,Yes,Buea,Bafoussam,No,3,No,No,French,Meta (mother tongue),No,Yes,Yes,English,No,Yes,Basic,Moderate
18,Female,Bakweri,Bakweri,Bafut,No,Buea,Limbe,No,4,No,No,French,Mokpwe (mother tongue),Yes,No,No,Cameroonian Pidgin English,No,Yes,Minimal,Detached
16,Female,Meta,Meta,Bafut,No,Buea,Bafoussam,No,3,No,No,Meta (mother tongue),Meta (mother tongue),No,No,No,Mix of MT and French,No,Yes,Basic,Detached
5,Female,Bafut,Bafut,Bafut,Yes,Buea,Yaoundé,Yes,0,No,Yes,Mix of MT and Pidgin,Mix of MT and Pidgin,No,Yes,Yes,French,Yes,No,Minimal,Moderate
18,Male,Meta,Meta,Meta,Yes,Douala,Douala,Yes,4,Yes,No,Mix of Pidgin and French,Mix of Pidgin and French,Yes,Yes,Yes,French,No,Yes,Basic,Moderate
12,Female,Bakweri,Bakweri,Bafut,No,Douala,Limbe,Yes,2,No,No,English,French,No,No,No,Mokpwe (mother tongue),Yes,Yes,None,Detached
15,Male,Bakweri,Bakweri,Bakweri,Yes,Buea,Limbe,No,1,No,No,Mix of MT and English,Mokpwe (mother tongue),Yes,No,Yes,Cameroonian Pidgin English,No,No,Minimal,Weak
13,Male,Bafut,Bafut,Bafut,Yes,North West,Yaoundé,Yes,2,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,Bafut (mother tongue),No,No,Basic,Weak
11,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Maroua,Yes,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,No,French,Yes,Yes,Conversational,Weak
10,Male,Bafut,Bafut,Bafut,Yes,North West,Bamenda,No,5,Yes,No,Bafut (mother tongue),Bafut (mother tongue),Yes,No,No,Bafut (mother tongue),No,No,Conversational,Detached
6,Male,Meta,Meta,Meta,Yes,North West,Yaoundé,Yes,2,Yes,No,Meta (mother tongue),Mix of Pidgin and French,No,Yes,No,English,No,Yes,Basic,Weak
13,Male,Bafut,Bafut,Bafut,Yes,Yaoundé,Douala,Yes,4,No,No,Mix of MT and Pidgin,French,Yes,Yes,No,Bafut (mother tongue),Yes,Yes,None,Moderate
6,Female,Bakweri,Bakweri,Bakweri,Yes,Centre,Limbe,Yes,5,No,No,Mokpwe (mother tongue),Mokpwe (mother tongue),No,Yes,No,Cameroonian Pidgin English,No,Yes,Basic,Weak
10,Male,Fulani,Fulani,Fulani,Yes,Centre,Fulani Camp,No,7,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Does not attend,Yes,Yes,Conversational,Weak
12,Female,Bakweri,Bakweri,Bafut,No,South West,Douala,Yes,1,No,No,English,Cameroonian Pidgin English,Yes,No,No,Cameroonian Pidgin English,No,No,None,Detached
5,Male,Fulani,Fulani,Fulani,Yes,Buea,Fulani Camp,No,7,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Hausa,Yes,Yes,Conversational,Moderate
4,Female,Fulani,Fulani,Fulani,Yes,Buea,Maroua,Yes,3,Yes,No,Mix of Fulfulde and French,Fulfulde (mother tongue),No,Yes,Yes,French,Yes,Yes,Basic,Strong
12,Male,Bafut,Bafut,Bafut,Yes,South West,Bafut Village,No,5,No,No,Bafut (mother tongue),Mix of MT and Pidgin,No,Yes,Yes,Cameroonian Pidgin English,No,Yes,Basic,Weak
15,Male,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Buea,Yes,4,No,No,Mokpwe (mother tongue),English,Yes,Yes,Yes,Mokpwe (mother tongue),No,No,Basic,Moderate
17,Female,Bakweri,Bakweri,Bakweri,Yes,Yaoundé,Buea,Yes,4,No,No,French,Mokpwe (mother tongue),No,No,No,English,No,No,None,Detached
11,Female,Meta,Meta,Meta,Yes,Littoral,Douala,No,2,Yes,No,English,Cameroonian Pidgin English,No,Yes,No,French,No,Yes,Minimal,Weak
5,Male,Bafut,Bafut,Bakweri,No,Centre,Yaoundé,Yes,2,No,Yes,Bafut (mother tongue),Mix of MT and Pidgin,Yes,No,Yes,Cameroonian Pidgin English,Yes,Yes,Basic,Weak
21,Female,Meta,Meta,Meta,Yes,Littoral,Bafoussam,No,3,No,No,Cameroonian Pidgin English,Mix of Pidgin and French,Yes,Yes,No,Meta (mother tongue),Yes,No,Minimal,Weak
19,Female,Meta,Meta,Meta,Yes,Douala,Bafoussam,No,1,No,No,Meta (mother tongue),French,Yes,No,Yes,English,No,No,Basic,Weak
7,Female,Bafut,Bafut,Bafut,Yes,Douala,Yaoundé,No,2,Yes,No,French,Bafut (mother tongue),Yes,No,No,Mix of Pidgin and French,No,Yes,Minimal,Detached
18,Female,Fulani,Fulani,Fulani,Yes,Buea,Ngaoundéré,Yes,6,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Arabic (Quran),No,Yes,Conversational,Moderate
11,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Garoua,Yes,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,No,Fluent,Strong
23,Male,Bakweri,Bakweri,Bakweri,Yes,Centre,Bakweri Village,Yes,2,Yes,No,Mix of MT and Pidgin,Cameroonian Pidgin English,No,Yes,No,French,No,Yes,Minimal,Weak
9,Female,Bafut,Bafut,Bafut,Yes,Douala,Yaoundé,Yes,2,Yes,Yes,Cameroonian Pidgin English,Mix of MT and French,No,No,No,Bafut (mother tongue),No,No,None,Detached
22,Female,Bafut,Bafut,Bafut,Yes,South West,Bafut Village,No,6,Yes,Yes,Cameroonian Pidgin English,Bafut (mother tongue),Yes,No,No,Bafut (mother tongue),No,No,Basic,Weak
6,Female,Bafut,Bafut,Meta,No,Douala,Bafut Village,No,5,Yes,Yes,Cameroonian Pidgin English,English,Yes,No,No,Bafut (mother tongue),Yes,Yes,Minimal,Weak
6,Female,Bafut,Bafut,Bafut,Yes,Buea,Bamenda,Yes,4,No,No,Bafut (mother tongue),English,No,No,No,French,Yes,Yes,Minimal,Detached
10,Female,Bafut,Bafut,Bafut,Yes,North West,Bamenda,No,0,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,Yes,Bafut (mother tongue),No,No,Conversational,Moderate
5,Female,Bakweri,Bakweri,Meta,No,Littoral,Buea,Yes,4,Yes,No,Mokpwe (mother tongue),Mix of MT and Pidgin,Yes,No,Yes,English,No,Yes,Basic,Weak
12,Male,Meta,Meta,Bakweri,No,South West,Douala,Yes,6,No,No,French,Meta (mother tongue),Yes,No,No,French,Yes,Yes,None,Detached
19,Female,Meta,Meta,Meta,Yes,Bamenda,Bamenda,Yes,4,Yes,No,English,Meta (mother tongue),Yes,Yes,Yes,English,Yes,Yes,Conversational,Moderate
20,Male,Bafut,Bafut,Bafut,Yes,South West,Douala,No,1,No,No,Mix of Pidgin and French,Bafut (mother tongue),Yes,Yes,Yes,French,No,No,Basic,Moderate
6,Female,Fulani,Fulani,Fulani,Yes,Buea,Maroua,Yes,5,Yes,No,Fulfulde (mother tongue),Mix of Fulfulde and Arabic,No,No,No,Arabic (Quran),Yes,Yes,Minimal,Detached
15,Male,Meta,Meta,Meta,Yes,Bamenda,Yaoundé,No,3,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,Yes,Yes,Cameroonian Pidgin English,Yes,No,Fluent,Strong
5,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Bakweri Village,No,1,No,No,English,Mokpwe (mother tongue),Yes,Yes,No,French,No,Yes,Basic,Weak
5,Female,Meta,Meta,Bakweri,No,Douala,Bamenda,Yes,4,No,No,Meta (mother tongue),Cameroonian Pidgin English,No,Yes,Yes,Cameroonian Pidgin English,No,Yes,Minimal,Weak
9,Male,Fulani,Fulani,Fulani,Yes,Littoral,Yaoundé,Yes,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Moderate
7,Female,Meta,Meta,Bakweri,No,Douala,Douala,Yes,3,Yes,No,Meta (mother tongue),Mix of Pidgin and French,No,Yes,Yes,English,No,Yes,Basic,Weak
5,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,No,3,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Hausa,No,Yes,Conversational,Moderate
23,Female,Fulani,Fulani,Fulani,Yes,Littoral,Garoua,Yes,1,Yes,No,Mix of Fulfulde and Hausa,Fulfulde (mother tongue),No,Yes,Yes,Does not attend,No,Yes,Basic,Moderate
14,Male,Bakweri,Bakweri,Meta,No,Littoral,Douala,No,0,No,No,Mix of MT and English,Mokpwe (mother tongue),No,No,No,Cameroonian Pidgin English,No,No,None,Detached
23,Female,Fulani,Fulani,Fulani,Yes,Buea,Yaoundé,Yes,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,Yes,Yes,Conversational,Strong
20,Male,Bakweri,Bakweri,Bafut,No,Bamenda,Buea,No,2,No,Yes,Mokpwe (mother tongue),English,Yes,Yes,Yes,Mokpwe (mother tongue),Yes,No,Basic,Moderate
4,Male,Bafut,Bafut,Bafut,Yes,South West,Yaoundé,Yes,0,Yes,Yes,Mix of MT and Pidgin,Mix of MT and Pidgin,No,Yes,No,French,No,Yes,Minimal,Weak
11,Female,Bafut,Bafut,Bafut,Yes,Buea,Yaoundé,Yes,3,No,No,Mix of Pidgin and French,Mix of MT and French,No,No,Yes,French,Yes,No,None,Weak
24,Male,Bakweri,Bakweri,Bafut,No,North West,Yaoundé,Yes,2,No,No,Cameroonian Pidgin English,Mokpwe (mother tongue),Yes,No,No,Mokpwe (mother tongue),No,No,None,Detached
19,Female,Bafut,Bafut,Bakweri,No,Centre,Bafut Village,Yes,5,No,Yes,English,Cameroonian Pidgin English,Yes,No,Yes,English,Yes,No,Minimal,Weak
13,Female,Meta,Meta,Meta,Yes,Bamenda,Bamenda,Yes,1,Yes,No,Meta (mother tongue),Cameroonian Pidgin English,No,No,No,English,Yes,No,Minimal,Detached
8,Female,Meta,Meta,Fulani,No,Littoral,Bafoussam,Yes,2,No,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,Meta (mother tongue),No,Yes,Basic,Moderate
12,Female,Meta,Meta,Bafut,No,Centre,Yaoundé,No,3,Yes,No,Mix of MT and Pidgin,Mix of MT and Pidgin,Yes,Yes,Yes,Meta (mother tongue),Yes,No,Basic,Strong
4,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Buea,Yes,4,Yes,No,English,Mokpwe (mother tongue),Yes,Yes,No,English,No,No,Basic,Weak
7,Female,Bakweri,Bakweri,Bakweri,Yes,Buea,Bakweri Village,Yes,3,No,No,Mokpwe (mother tongue),Cameroonian Pidgin English,No,No,Yes,Mokpwe (mother tongue),Yes,Yes,Minimal,Weak
23,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Ngaoundéré,No,2,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,Yes,Yes,Fluent,Strong
11,Female,Bafut,Bafut,Bakweri,No,Buea,Bafoussam,No,5,No,No,Mix of MT and Pidgin,Mix of Pidgin and French,Yes,Yes,No,French,No,Yes,Minimal,Weak
9,Female,Fulani,Fulani,Fulani,Yes,Centre,Garoua,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,French,Yes,No,Fluent,Strong
4,Male,Bafut,Bafut,Bafut,Yes,Centre,Bafoussam,No,1,No,Yes,Bafut (mother tongue),Cameroonian Pidgin English,Yes,No,Yes,French,No,Yes,Basic,Weak
14,Female,Fulani,Fulani,Fulani,Yes,Adamawa,Ngaoundéré,No,7,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,No,Does not attend,Yes,Yes,Conversational,Moderate
16,Male,Fulani,Fulani,Fulani,Yes,Bamenda,Maroua,No,6,No,No,Fulfulde (mother tongue),Cameroonian Pidgin English,No,Yes,Yes,Fulfulde,Yes,Yes,Basic,Moderate
18,Male,Bakweri,Bakweri,Bakweri,Yes,North West,Buea,No,6,Yes,No,Mix of Pidgin and English,English,No,Yes,Yes,Cameroonian Pidgin English,No,Yes,Basic,Moderate
22,Female,Bakweri,Bakweri,Bakweri,Yes,North West,Yaoundé,No,2,No,No,Cameroonian Pidgin English,Mokpwe (mother tongue),No,No,No,French,Yes,Yes,Minimal,Detached
13,Female,Meta,Meta,Bakweri,No,Littoral,Bafoussam,No,5,Yes,No,Meta (mother tongue),Meta (mother tongue),No,Yes,Yes,Cameroonian Pidgin English,Yes,Yes,Conversational,Strong
18,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,Yes,5,Yes,No,Meta (mother tongue),English,No,Yes,No,Meta (mother tongue),Yes,Yes,Basic,Weak
8,Male,Meta,Meta,Fulani,No,Douala,Bafoussam,No,6,Yes,Yes,Meta (mother tongue),Mix of MT and French,Yes,No,Yes,English,Yes,No,Conversational,Moderate
10,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Garoua,Yes,3,No,No,Mix of Fulfulde and French,Fulfulde (mother tongue),Yes,Yes,No,Fulfulde,Yes,Yes,Minimal,Weak
17,Male,Fulani,Fulani,Fulani,Yes,Adamawa,Maroua,Yes,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,French,Yes,No,Conversational,Moderate
7,Male,Bakweri,Bakweri,Bakweri,Yes,Littoral,Limbe,No,2,Yes,No,English,Mokpwe (mother tongue),Yes,Yes,Yes,Cameroonian Pidgin English,No,Yes,Conversational,Moderate
21,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Yaoundé,No,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,French,Yes,Yes,Conversational,Moderate
10,Female,Bafut,Bafut,Fulani,No,Yaoundé,Yaoundé,Yes,5,Yes,No,Mix of MT and Pidgin,Mix of MT and French,No,No,Yes,French,Yes,No,Minimal,Weak
4,Female,Fulani,Fulani,Fulani,Yes,Douala,Maroua,Yes,2,Yes,No,Cameroonian Pidgin English,Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,Yes,Yes,Conversational,Strong
12,Male,Meta,Meta,Meta,Yes,Bamenda,Meta Village,Yes,2,No,No,Meta (mother tongue),English,No,Yes,No,Cameroonian Pidgin English,Yes,Yes,Minimal,Weak
6,Male,Fulani,Fulani,Fulani,Yes,Yaoundé,Fulani Camp,Yes,4,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,Yes,No,Fluent,Strong
10,Male,Bafut,Bafut,Bakweri,No,Littoral,Bamenda,Yes,5,No,No,Bafut (mother tongue),Bafut (mother tongue),No,Yes,No,Bafut (mother tongue),Yes,No,Minimal,Weak
16,Male,Fulani,Fulani,Bakweri,No,Littoral,Yaoundé,Yes,1,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,French,Yes,Yes,Conversational,Moderate
14,Female,Bafut,Bafut,Bakweri,No,Centre,Bafoussam,No,1,Yes,No,Mix of MT and Pidgin,Bafut (mother tongue),No,Yes,No,English,No,Yes,Minimal,Weak
11,Female,Fulani,Fulani,Fulani,Yes,Yaoundé,Douala,Yes,4,No,No,Fulfulde (mother tongue),French,Yes,No,No,Fulfulde,Yes,Yes,Minimal,Weak
5,Male,Meta,Meta,Meta,Yes,Yaoundé,Douala,Yes,5,Yes,No,English,Cameroonian Pidgin English,Yes,Yes,Yes,English,No,No,Basic,Moderate
4,Female,Bafut,Bafut,Bafut,Yes,Bamenda,Bamenda,Yes,7,Yes,No,English,Bafut (mother tongue),Yes,No,No,Cameroonian Pidgin English,No,Yes,Minimal,Weak
24,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Bakweri Village,Yes,3,No,No,Cameroonian Pidgin English,Mix of MT and Pidgin,Yes,No,Yes,Cameroonian Pidgin English,Yes,No,None,Moderate
20,Female,Fulani,Fulani,Fulani,Yes,Douala,Garoua,Yes,1,Yes,No,Fulfulde (mother tongue),Mix of Fulfulde and Hausa,Yes,Yes,Yes,Arabic (Quran),No,Yes,Conversational,Strong
7,Male,Bafut,Bafut,Meta,No,Buea,Bamenda,No,4,Yes,Yes,Cameroonian Pidgin English,Mix of Pidgin and French,Yes,No,Yes,Bafut (mother tongue),Yes,Yes,Basic,Moderate
8,Male,Bafut,Bafut,Bafut,Yes,North West,Bamenda,Yes,7,No,No,Bafut (mother tongue),Bafut (mother tongue),Yes,Yes,No,Bafut (mother tongue),Yes,Yes,Basic,Moderate
24,Female,Bakweri,Bakweri,Meta,No,Centre,Limbe,Yes,3,No,No,French,English,Yes,Yes,Yes,French,No,Yes,Minimal,Moderate
7,Male,Fulani,Fulani,Fulani,Yes,Littoral,Garoua,No,5,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,French,No,Yes,Conversational,Moderate
6,Female,Fulani,Fulani,Fulani,Yes,Douala,Ngaoundéré,Yes,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Arabic (Quran),Yes,Yes,Conversational,Weak
21,Female,Meta,Meta,Meta,Yes,Bamenda,Yaoundé,Yes,1,Yes,No,Meta (mother tongue),Meta (mother tongue),Yes,No,No,French,No,Yes,Basic,Weak
6,Female,Meta,Meta,Bafut,No,South West,Douala,Yes,2,Yes,No,Meta (mother tongue),English,No,No,Yes,Cameroonian Pidgin English,Yes,Yes,Basic,Moderate
17,Male,Bakweri,Bakweri,Bafut,No,Douala,Buea,No,2,No,No,French,French,No,No,No,Mokpwe (mother tongue),No,No,None,Detached
7,Male,Bafut,Bafut,Bafut,Yes,North West,Douala,No,1,No,No,English,Bafut (mother tongue),No,No,No,English,No,Yes,Minimal,Detached
15,Male,Bafut,Bafut,Meta,No,Douala,Bamenda,No,5,No,No,Bafut (mother tongue),Mix of Pidgin and French,Yes,No,No,French,No,No,Minimal,Detached
13,Male,Fulani,Fulani,Fulani,Yes,Douala,Douala,Yes,8,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,Yes,Fulfulde,Yes,Yes,Conversational,Moderate
14,Female,Bakweri,Bakweri,Bafut,No,Douala,Douala,No,2,Yes,No,French,French,Yes,Yes,No,English,No,Yes,Basic,Weak
12,Female,Fulani,Fulani,Bakweri,No,Bamenda,Ngaoundéré,Yes,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Arabic (Quran),Yes,Yes,Conversational,Moderate
23,Female,Bafut,Bafut,Fulani,No,North West,Bafoussam,Yes,3,Yes,No,Cameroonian Pidgin English,Mix of Pidgin and French,Yes,Yes,Yes,Bafut (mother tongue),No,Yes,Basic,Strong
4,Female,Fulani,Fulani,Fulani,Yes,Buea,Douala,Yes,5,Yes,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,No,No,Arabic (Quran),Yes,No,Basic,Weak
13,Female,Bafut,Bafut,Meta,No,Yaoundé,Yaoundé,No,2,No,No,French,Bafut (mother tongue),No,No,No,Cameroonian Pidgin English,Yes,No,Minimal,Detached
10,Female,Fulani,Fulani,Fulani,Yes,Bamenda,Douala,Yes,4,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),Yes,Yes,Yes,Fulfulde,No,Yes,Conversational,Moderate
21,Male,Meta,Meta,Meta,Yes,South West,Bafoussam,No,2,Yes,No,Mix of MT and Pidgin,French,Yes,No,No,Cameroonian Pidgin English,Yes,Yes,Minimal,Weak
22,Male,Bakweri,Bakweri,Bakweri,Yes,Buea,Douala,Yes,0,No,Yes,Mokpwe (mother tongue),Mokpwe (mother tongue),No,No,No,Mokpwe (mother tongue),No,Yes,Basic,Detached
19,Male,Fulani,Fulani,Fulani,Yes,Centre,Douala,Yes,6,No,No,Fulfulde (mother tongue),Fulfulde (mother tongue),No,Yes,Yes,Fulfulde,Yes,Yes,Basic,Moderate
15,Female,Bakweri,Bakweri,Bakweri,Yes,Douala,Limbe,Yes,5,No,No,Cameroonian Pidgin English,Cameroonian Pidgin English,No,Yes,No,English,Yes,Yes,None,Weak
24,Female,Meta,Meta,Meta,Yes,Littoral,Meta Village,Yes,6,No,No,Mix of MT and French,Meta (mother tongue),Yes,Yes,No,English,No,No,Minimal,Weak
23,Female,Bafut,Bafut,Bafut,Yes,Yaoundé,Bafut Village,Yes,1,Yes,No,Mix of Pidgin and French,Bafut (mother tongue),Yes,No,No,English,Yes,No,Basic,Weak
19,Male,Meta,Meta,Meta,Yes,Centre,Meta Village,Yes,3,Yes,No,Meta (mother tongue),Mix of MT and Pidgin,Yes,No,Yes,Mix of MT and Pidgin,No,Yes,Basic,Weak
6,Male,Bafut,Bafut,Fulani,No,Buea,Bamenda,Yes,1,No,Yes,Bafut (mother tongue),Cameroonian Pidgin English,Yes,No,Yes,Bafut (mother tongue),No,Yes,Basic,Weak
17,Male,Bafut,Bafut,Fulani,No,Bamenda,Douala,Yes,3,No,Yes,Cameroonian Pidgin English,Mix of MT and Pidgin,No,Yes,Yes,French,Yes,Yes,None,Moderate
21,Female,Fulani,Fulani,Fulani,Yes,Centre,Ngaoundéré,Yes,3,No,No,Mix of Fulfulde and Hausa,Fulfulde (mother tongue),Yes,Yes,Yes,Hausa,No,Yes,Basic,Moderate
21,Male,Bakweri,Bakweri,Bakweri,Yes,Bamenda,Douala,Yes,1,Yes,No,French,Mokpwe (mother tongue),No,No,No,Mokpwe (mother tongue),Yes,Yes,Minimal,Weak
13,Male,Bakweri,Bakweri,Bakweri,Yes,South West,Bakweri Village,No,4,No,No,Mokpwe (mother tongue),Mix of Pidgin and English,No,Yes,No,English,Yes,No,Basic,Moderate
